user_id,ratings_given,avg_rating
15000,60,3.933333333333333
15001,21,4.095238095238095
15002,65,4.069230769230769
15004,34,4.205882352941177
15005,53,3.8867924528301887
15007,29,3.8448275862068964
15015,62,4.096774193548387
15017,10,4.3
15019,14,3.642857142857143
15020,68,4.294117647058823
15021,58,3.7672413793103448
15022,40,3.9875
15023,58,4.077586206896552
15024,32,3.859375
15030,67,3.9328358208955225
15035,28,3.9285714285714284
15039,22,3.8863636363636362
15040,22,4.295454545454546
15044,57,4.017543859649122
15049,9,4.388888888888889
15052,31,3.9838709677419355
15054,44,4.159090909090909
15056,61,4.155737704918033
15059,11,4.045454545454546
15061,11,4.136363636363637
15063,38,4.223684210526316
15072,61,3.8114754098360657
15073,11,4.318181818181818
15074,54,3.9166666666666665
15076,7,3.7142857142857144
15077,70,3.9285714285714284
15078,64,3.953125
15079,10,3.8
15081,45,4.0777777777777775
15082,45,4.144444444444445
15083,50,4.0
15085,51,4.2254901960784315
15086,15,3.933333333333333
15094,46,4.0978260869565215
15095,67,3.91044776119403
15098,41,4.048780487804878
15099,29,3.9482758620689653
15101,39,4.17948717948718
15103,65,3.876923076923077
15104,36,3.986111111111111
15105,22,3.9318181818181817
15107,64,4.0078125
15110,54,4.166666666666667
15112,70,3.835714285714286
15115,40,4.0125
15119,39,3.8846153846153846
15120,29,4.086206896551724
15124,10,2.95
15125,53,4.056603773584905
15126,41,4.0
15128,9,3.9444444444444446
15130,52,3.9903846153846154
15134,21,3.7142857142857144
15136,37,3.8378378378378377
15139,37,3.972972972972973
15141,20,3.775
15145,17,4.117647058823529
15150,16,3.8125
15152,36,3.9305555555555554
15154,37,4.216216216216216
15156,53,4.084905660377358
15158,40,3.875
15165,23,4.1521739130434785
15166,42,3.869047619047619
15167,28,4.267857142857143
15168,35,4.0
15169,59,4.084745762711864
15171,34,3.8823529411764706
15172,19,4.2631578947368425
15173,5,4.3
15175,61,3.8934426229508197
15178,36,3.9444444444444446
15179,55,3.963636363636364
15183,7,4.357142857142857
15192,28,4.035714285714286
15193,23,4.086956521739131
15194,63,3.888888888888889
15196,8,4.25
15198,48,3.9166666666666665
15199,32,4.171875
15202,47,4.180851063829787
15205,33,4.045454545454546
15207,35,4.071428571428571
15209,37,4.121621621621622
15211,18,4.194444444444445
15213,27,3.6481481481481484
15215,9,4.111111111111111
15217,28,4.053571428571429
15220,12,3.625
15223,22,3.772727272727273
15224,46,4.173913043478261
15225,33,3.909090909090909
15226,15,4.333333333333333
15227,39,3.5128205128205128
15228,36,3.7777777777777777
15229,24,3.7708333333333335
15230,10,4.2
15236,20,4.15
15237,52,3.8461538461538463
15241,42,4.011904761904762
15243,48,4.052083333333333
15249,53,4.132075471698113
15254,25,3.72
15255,24,3.8541666666666665
15256,26,4.230769230769231
15257,42,4.321428571428571
15259,27,4.203703703703703
15261,40,4.0
15267,12,4.416666666666667
15268,54,4.333333333333333
15269,28,3.8035714285714284
15270,44,4.090909090909091
15271,30,4.05
15272,37,3.8783783783783785
15273,35,4.057142857142857
15274,61,4.114754098360656
15275,68,3.963235294117647
15277,41,3.8902439024390243
15281,13,4.6923076923076925
15282,53,3.7547169811320753
15283,32,4.171875
15285,54,4.037037037037037
15287,21,3.9285714285714284
15291,72,3.861111111111111
15293,43,4.151162790697675
15296,27,4.222222222222222
15297,14,4.071428571428571
15298,25,3.86
15299,36,3.7083333333333335
15301,57,3.780701754385965
15306,46,3.9239130434782608
15308,50,3.87
15311,54,4.0092592592592595
15314,59,4.093220338983051
15316,43,3.941860465116279
15317,7,4.642857142857143
15319,58,4.051724137931035
15320,60,4.008333333333334
15321,46,4.0
15322,52,3.7211538461538463
15324,9,4.055555555555555
15328,24,3.8333333333333335
15329,31,3.9193548387096775
15332,52,4.134615384615385
15334,48,3.9479166666666665
15335,34,4.044117647058823
15336,31,4.080645161290323
15338,52,4.076923076923077
15339,27,3.9444444444444446
15340,47,3.797872340425532
15341,57,4.06140350877193
15344,52,3.9423076923076925
15345,29,3.8620689655172415
15347,45,4.133333333333334
15348,33,3.984848484848485
15349,39,3.9743589743589745
15351,27,4.092592592592593
15352,47,4.0212765957446805
15353,51,3.950980392156863
15356,25,4.02
15357,7,3.642857142857143
15358,56,3.982142857142857
15359,26,3.8653846153846154
15361,65,3.8384615384615386
15362,60,3.9583333333333335
15363,59,3.8389830508474576
15364,9,3.888888888888889
15365,42,4.071428571428571
15369,24,3.9166666666666665
15370,47,3.765957446808511
15372,42,3.9285714285714284
15373,31,4.016129032258065
15374,7,3.7142857142857144
15375,41,4.2926829268292686
15376,36,3.7083333333333335
15380,48,3.65625
15386,9,4.055555555555555
15387,30,3.783333333333333
15390,23,3.9130434782608696
15391,27,3.8703703703703702
15394,42,3.761904761904762
15396,56,3.7589285714285716
15398,58,4.258620689655173
15399,27,4.203703703703703
15403,48,4.010416666666667
15406,30,4.4
15407,40,3.8375
15408,36,3.8333333333333335
15411,19,4.342105263157895
15412,50,4.06
15415,6,4.166666666666667
15416,46,4.076086956521739
15419,6,3.9166666666666665
15422,7,3.2857142857142856
15428,9,4.055555555555555
15429,45,4.033333333333333
15431,33,3.772727272727273
15432,56,3.892857142857143
15435,9,4.055555555555555
15437,37,4.378378378378378
15438,30,3.9
15439,56,3.875
15445,38,4.105263157894737
15448,21,3.5238095238095237
15449,41,3.9146341463414633
15450,34,4.338235294117647
15452,45,3.988888888888889
15455,35,4.171428571428572
15456,45,4.1
15458,43,3.7790697674418605
15459,38,3.8552631578947367
15461,30,3.566666666666667
15462,26,3.8461538461538463
15463,48,4.114583333333333
15465,17,3.4411764705882355
15469,21,3.9761904761904763
15470,31,3.596774193548387
15475,50,3.92
15477,25,3.96
15478,42,4.0
15479,41,4.2073170731707314
15485,11,3.9545454545454546
15487,11,3.6363636363636362
15488,19,3.5
15489,40,4.2875
15493,29,4.293103448275862
15496,10,4.0
15497,46,3.9456521739130435
15499,7,3.7142857142857144
15500,23,4.0
15502,32,3.9375
15503,21,3.880952380952381
15507,16,4.15625
15509,44,3.7386363636363638
15513,42,4.142857142857143
15514,26,3.7115384615384617
15515,8,3.375
15517,33,4.257575757575758
15518,52,4.153846153846154
15519,35,4.171428571428572
15520,39,4.141025641025641
15522,20,4.075
15523,46,4.076086956521739
15527,45,4.044444444444444
15529,15,3.8666666666666667
15530,34,3.9705882352941178
15531,33,4.0606060606060606
15532,26,4.173076923076923
15535,37,4.121621621621622
15536,28,3.732142857142857
15537,49,3.816326530612245
15539,9,4.222222222222222
15540,46,3.902173913043478
15541,7,3.2142857142857144
15544,57,4.157894736842105
15546,43,4.127906976744186
15548,23,4.130434782608695
15549,46,3.891304347826087
15551,20,3.55
15554,35,3.8714285714285714
15556,42,4.107142857142857
15558,34,4.279411764705882
15559,38,4.157894736842105
15560,22,4.0227272727272725
15561,48,4.083333333333333
15562,22,3.772727272727273
15568,45,4.2
15570,40,3.925
15573,34,4.0588235294117645
15576,44,3.8181818181818183
15580,9,4.277777777777778
15581,32,4.03125
15582,53,4.113207547169812
15583,9,2.9444444444444446
15587,52,3.9903846153846154
15588,56,4.089285714285714
15589,47,3.7127659574468086
15592,35,4.0
15595,23,4.108695652173913
15597,36,3.861111111111111
15598,20,3.8
15602,30,3.9833333333333334
15604,10,3.5
15605,18,4.194444444444445
15606,20,4.25
15608,42,3.7261904761904763
15611,7,4.214285714285714
15615,31,4.016129032258065
15616,10,4.35
15619,17,4.088235294117647
15622,29,3.8620689655172415
15627,34,4.0588235294117645
15628,8,3.625
15630,24,4.395833333333333
15632,43,4.058139534883721
15633,26,3.7884615384615383
15635,46,3.9782608695652173
15637,23,3.9782608695652173
15638,50,3.86
15639,23,3.5434782608695654
15640,47,3.8617021276595747
15641,35,3.9857142857142858
15645,20,3.975
15647,42,3.9642857142857144
15648,10,4.25
15649,31,3.7580645161290325
15653,47,4.127659574468085
15654,46,3.9239130434782608
15656,31,3.8548387096774195
15657,20,4.05
15658,20,4.0
15662,36,4.125
15663,19,4.052631578947368
15664,50,4.02
15666,24,3.7916666666666665
15667,16,4.375
15669,36,3.7222222222222223
15673,48,3.90625
15674,11,4.090909090909091
15676,49,3.806122448979592
15677,50,4.03
15679,5,3.6
15684,26,3.9423076923076925
15685,39,4.243589743589744
15686,31,4.080645161290323
15687,35,4.071428571428571
15688,32,4.078125
15690,36,4.111111111111111
15693,39,3.9871794871794872
15694,5,3.6
15699,47,3.8191489361702127
15700,46,3.6847826086956523
15701,17,4.147058823529412
15702,16,3.78125
15703,45,3.8777777777777778
15708,39,3.9615384615384617
15711,7,4.285714285714286
15713,10,4.0
15715,48,3.6875
15716,11,4.090909090909091
15717,32,4.171875
15718,11,4.2272727272727275
15721,30,3.5
15723,8,3.375
15724,13,3.8846153846153846
15726,45,3.7888888888888888
15727,41,3.9634146341463414
15729,4,4.125
15731,43,3.86046511627907
15732,36,3.9166666666666665
15733,31,4.145161290322581
15735,31,3.9516129032258065
15738,11,4.136363636363637
15740,16,3.96875
15746,24,3.9791666666666665
15748,44,4.113636363636363
15751,20,4.275
15753,13,3.8846153846153846
15755,26,4.346153846153846
15758,5,3.7
15759,32,4.0625
15760,27,3.925925925925926
15761,48,3.9375
15762,38,4.026315789473684
15763,40,3.8
15764,25,4.12
15773,12,3.5
15777,14,3.9642857142857144
15779,24,3.875
15780,23,3.9130434782608696
15784,17,4.0
15785,43,3.7790697674418605
15786,11,4.2727272727272725
15788,49,4.0
15789,26,4.096153846153846
15791,26,4.096153846153846
15794,24,3.9375
15795,25,4.0
15796,33,4.106060606060606
15799,43,4.162790697674419
15801,12,3.8333333333333335
15802,20,3.85
15803,20,3.9
15804,9,3.7777777777777777
15805,43,3.883720930232558
15807,46,3.9456521739130435
15808,28,4.160714285714286
15812,15,4.033333333333333
15813,4,3.875
15814,51,3.9705882352941178
15817,40,4.2375
15820,35,4.1571428571428575
15823,28,3.892857142857143
15825,39,4.012820512820513
15826,34,3.9411764705882355
15829,31,4.048387096774194
15830,47,4.0638297872340425
15831,4,4.375
15832,44,3.9886363636363638
15833,25,4.18
15834,49,4.13265306122449
15835,3,3.5
15836,42,4.083333333333333
15838,37,3.9594594594594597
15845,26,3.9038461538461537
15849,16,4.21875
15851,44,4.045454545454546
15852,28,4.017857142857143
15854,8,4.0
15858,17,4.029411764705882
15860,3,4.333333333333333
15864,31,4.096774193548387
15865,37,4.081081081081081
15867,31,4.096774193548387
15869,28,3.4464285714285716
15870,16,4.375
15871,30,3.45
15873,6,3.8333333333333335
15875,5,3.8
15876,11,3.6363636363636362
15877,36,3.986111111111111
15878,26,3.9038461538461537
15879,22,3.977272727272727
15882,14,4.0
15883,21,4.0476190476190474
15884,28,3.9464285714285716
15885,20,3.575
15886,16,4.15625
15887,49,4.1020408163265305
15889,27,4.148148148148148
15890,33,3.984848484848485
15891,42,4.0
15893,22,4.340909090909091
15896,28,3.892857142857143
15898,28,4.0
15900,20,4.0
15901,16,3.875
15902,22,4.068181818181818
15904,39,3.8974358974358974
15906,21,4.0476190476190474
15910,34,4.073529411764706
15915,23,3.9347826086956523
15916,29,3.9655172413793105
15917,36,3.7083333333333335
15918,42,4.095238095238095
15920,17,3.9705882352941178
15926,13,3.8076923076923075
15928,40,4.0375
15929,36,3.861111111111111
15931,25,4.2
15932,41,3.6951219512195124
15933,20,4.05
15934,20,4.275
15935,44,4.056818181818182
15936,28,3.767857142857143
15937,22,4.0
15941,41,3.6951219512195124
15942,30,3.8333333333333335
15944,30,4.083333333333333
15946,34,4.0
15947,32,4.21875
15948,41,4.2926829268292686
15953,19,3.9210526315789473
15954,27,4.2407407407407405
15955,36,4.041666666666667
15956,14,4.357142857142857
15957,21,4.190476190476191
15960,19,3.8157894736842106
15961,23,4.195652173913044
15965,38,4.052631578947368
15968,24,3.5625
15971,34,3.926470588235294
15972,16,4.3125
15975,44,4.090909090909091
15977,8,4.0625
15978,47,4.180851063829787
15979,38,4.052631578947368
15982,24,4.145833333333333
15986,35,3.9857142857142858
15989,27,4.185185185185185
15991,24,4.0
15992,27,3.740740740740741
15993,19,4.078947368421052
15994,19,3.789473684210526
15995,12,4.333333333333333
15998,35,4.2
15999,17,4.0588235294117645
16001,30,3.7333333333333334
16002,13,4.3076923076923075
16003,30,4.216666666666667
16004,25,3.9
16005,32,3.828125
16006,11,3.909090909090909
16008,28,3.8214285714285716
16011,15,4.333333333333333
16012,23,3.891304347826087
16016,8,4.0
16018,31,4.370967741935484
16019,40,3.975
16020,37,3.7567567567567566
16028,38,4.052631578947368
16030,31,4.080645161290323
16033,23,4.282608695652174
16037,34,4.088235294117647
16039,20,3.55
16041,32,3.75
16043,24,3.75
16045,30,3.716666666666667
16047,7,3.9285714285714284
16048,32,4.09375
16050,30,3.8833333333333333
16060,22,3.8636363636363638
16062,20,4.15
16063,40,3.7875
16066,31,4.161290322580645
16067,7,4.5
16070,31,4.129032258064516
16073,34,4.132352941176471
16074,35,3.9857142857142858
16077,31,3.4516129032258065
16079,42,3.9761904761904763
16082,6,3.5
16084,36,4.055555555555555
16085,15,4.266666666666667
16087,43,3.697674418604651
16088,23,4.021739130434782
16092,22,3.8863636363636362
16093,10,3.95
16094,11,3.772727272727273
16097,5,3.9
16098,36,4.236111111111111
16100,33,4.242424242424242
16109,23,3.760869565217391
16110,23,4.1521739130434785
16111,24,3.9791666666666665
16112,9,4.055555555555555
16114,31,4.016129032258065
16117,39,4.051282051282051
16118,25,4.1
16119,22,3.6818181818181817
16120,36,3.7777777777777777
16125,18,3.9444444444444446
16127,23,4.086956521739131
16129,12,3.5833333333333335
16130,38,4.2105263157894735
16132,37,4.094594594594595
16133,30,4.016666666666667
16134,28,3.767857142857143
16136,14,3.75
16137,16,4.0625
16140,28,4.017857142857143
16141,8,3.9375
16143,21,3.9761904761904763
16145,27,4.092592592592593
16146,21,4.238095238095238
16147,20,4.25
16148,38,3.8684210526315788
16149,16,3.9375
16152,29,4.086206896551724
16153,28,3.875
16154,26,4.076923076923077
16156,24,3.8958333333333335
16157,35,4.0
16159,32,4.109375
16163,26,4.096153846153846
16166,20,4.125
16171,34,3.9705882352941178
16174,41,4.2439024390243905
16175,26,4.0
16177,24,4.104166666666667
16179,17,3.911764705882353
16181,41,3.9390243902439024
16187,19,3.6578947368421053
16188,36,3.861111111111111
16189,3,4.166666666666667
16190,33,4.166666666666667
16193,11,3.909090909090909
16194,10,4.05
16195,34,3.7205882352941178
16197,14,3.642857142857143
16198,39,3.8333333333333335
16200,27,3.8703703703703702
16201,35,3.914285714285714
16202,35,4.014285714285714
16207,14,3.892857142857143
16208,13,4.269230769230769
16209,27,4.148148148148148
16211,22,3.522727272727273
16215,13,3.5384615384615383
16216,28,4.017857142857143
16217,17,3.8529411764705883
16218,35,4.185714285714286
16221,13,4.461538461538462
16226,23,3.630434782608696
16228,31,4.064516129032258
16233,21,4.5
16235,38,4.026315789473684
16236,14,4.142857142857143
16240,31,3.7096774193548385
16241,22,4.2727272727272725
16242,26,4.019230769230769
16243,19,3.8684210526315788
16245,26,3.9038461538461537
16247,7,3.5
16248,15,4.133333333333334
16252,12,4.125
16256,3,3.5
16260,23,4.108695652173913
16263,22,3.7954545454545454
16264,19,3.973684210526316
16265,31,3.6451612903225805
16266,24,4.125
16267,33,3.6818181818181817
16271,32,3.78125
16273,15,4.133333333333334
16274,22,3.8181818181818183
16275,17,4.0588235294117645
16276,23,4.260869565217392
16278,47,4.0
16279,36,4.180555555555555
16280,6,3.8333333333333335
16281,39,4.051282051282051
16282,32,3.765625
16283,22,3.8863636363636362
16284,28,3.9464285714285716
16290,24,4.104166666666667
16292,27,4.074074074074074
16295,30,3.7666666666666666
16296,25,3.8
16300,7,3.7857142857142856
16301,7,4.071428571428571
16302,13,4.076923076923077
16303,19,3.8947368421052633
16304,32,3.796875
16313,36,4.0
16314,19,3.8947368421052633
16315,26,3.9038461538461537
16317,14,4.178571428571429
16318,6,3.75
16319,19,3.710526315789474
16321,28,3.9642857142857144
16322,16,4.03125
16324,18,3.9166666666666665
16328,20,3.625
16331,30,3.816666666666667
16334,29,3.6724137931034484
16337,31,3.9838709677419355
16339,15,4.466666666666667
16343,5,4.1
16345,23,3.6956521739130435
16346,13,3.6538461538461537
16348,36,4.041666666666667
16349,15,4.033333333333333
16353,34,4.147058823529412
16354,31,4.17741935483871
16355,27,3.9444444444444446
16356,21,3.619047619047619
16357,18,4.25
16358,11,4.090909090909091
16360,34,4.073529411764706
16361,18,4.222222222222222
16362,32,3.859375
16368,19,4.315789473684211
16369,15,4.2
16372,29,4.241379310344827
16375,25,4.08
16378,15,4.333333333333333
16379,26,3.8461538461538463
16386,22,4.090909090909091
16388,18,4.222222222222222
16390,20,3.925
16392,27,3.8703703703703702
16394,18,4.222222222222222
16395,19,4.157894736842105
16396,25,4.0
16398,28,4.160714285714286
16402,21,3.880952380952381
16403,13,3.8461538461538463
16404,20,3.675
16405,20,4.15
16406,26,4.115384615384615
16411,17,3.6470588235294117
16412,13,4.0
16413,19,3.9210526315789473
16414,15,4.066666666666666
16416,18,3.8055555555555554
16418,20,4.1
16420,24,4.020833333333333
16421,31,3.9516129032258065
16422,20,3.7
16424,26,3.769230769230769
16426,29,3.810344827586207
16428,25,4.24
16430,16,4.25
16435,21,4.261904761904762
16436,17,4.176470588235294
16437,12,4.291666666666667
16443,11,4.090909090909091
16444,26,3.8653846153846154
16447,29,4.103448275862069
16451,16,4.125
16454,29,4.293103448275862
16457,17,3.823529411764706
16458,19,4.0
16459,6,3.8333333333333335
16462,22,3.977272727272727
16463,30,4.166666666666667
16470,18,4.083333333333333
16473,11,4.545454545454546
16475,11,3.727272727272727
16477,10,4.15
16478,5,3.0
16481,18,4.583333333333333
16482,28,3.9464285714285716
16483,26,3.9615384615384617
16484,30,4.133333333333334
16486,23,4.065217391304348
16488,24,3.9791666666666665
16494,17,4.117647058823529
16495,17,4.294117647058823
16496,20,3.975
16499,25,4.08
16500,15,4.166666666666667
16501,29,4.155172413793103
16513,23,4.195652173913044
16515,19,4.131578947368421
16517,27,3.6481481481481484
16518,27,3.611111111111111
16519,23,3.739130434782609
16520,17,4.176470588235294
16522,11,4.2272727272727275
16523,29,3.8275862068965516
16527,13,4.076923076923077
16528,12,3.125
16529,17,3.6470588235294117
16533,12,4.25
16534,28,3.8214285714285716
16535,33,3.6666666666666665
16540,18,4.055555555555555
16542,8,4.0
16543,16,3.9375
16545,10,3.65
16548,9,4.0
16550,15,4.166666666666667
16552,14,4.25
16553,16,3.375
16555,12,4.666666666666667
16557,17,4.029411764705882
16559,21,3.380952380952381
16561,25,4.26
16562,20,3.9
16564,21,3.7857142857142856
16565,24,4.333333333333333
16568,36,4.125
16569,13,3.8076923076923075
16574,17,3.911764705882353
16575,18,4.222222222222222
16576,9,4.0
16577,28,4.178571428571429
16580,23,4.065217391304348
16582,12,4.166666666666667
16584,29,4.155172413793103
16585,22,4.25
16588,4,4.375
16590,6,3.9166666666666665
16593,17,4.411764705882353
16595,29,4.086206896551724
16598,19,3.9210526315789473
16600,22,4.204545454545454
16601,8,3.8125
16602,17,4.0588235294117645
16603,15,4.366666666666666
16604,33,4.166666666666667
16605,33,4.0
16607,8,3.5
16611,15,4.4
16613,38,3.986842105263158
16614,32,4.28125
16617,7,4.571428571428571
16618,16,4.21875
16619,34,4.029411764705882
16621,22,3.8636363636363638
16622,16,4.0
16624,14,3.6785714285714284
16625,18,3.8055555555555554
16628,9,4.166666666666667
16629,23,4.086956521739131
16630,23,3.891304347826087
16631,32,4.234375
16634,11,3.909090909090909
16636,9,4.166666666666667
16638,17,3.764705882352941
16641,40,4.15
16642,32,3.90625
16643,14,3.9642857142857144
16645,8,3.875
16654,24,4.291666666666667
16655,21,4.142857142857143
16657,13,3.9615384615384617
16660,34,4.279411764705882
16663,21,4.309523809523809
16664,21,4.166666666666667
16666,11,3.8636363636363638
16669,14,4.214285714285714
16670,25,3.42
16671,28,4.107142857142857
16673,8,4.375
16674,19,4.078947368421052
16676,8,4.375
16681,15,4.333333333333333
16682,20,3.65
16685,26,3.9038461538461537
16687,10,3.9
16688,17,4.088235294117647
16690,29,4.068965517241379
16691,12,3.9583333333333335
16692,23,4.065217391304348
16693,10,4.1
16695,8,3.5625
16696,33,4.015151515151516
16700,30,3.933333333333333
16702,34,4.044117647058823
16703,8,4.0625
16704,19,4.105263157894737
16706,13,3.8076923076923075
16707,17,4.029411764705882
16709,27,3.5925925925925926
16711,22,4.0227272727272725
16713,12,4.0
16714,23,4.195652173913044
16715,27,3.962962962962963
16718,9,4.333333333333333
16721,23,4.043478260869565
16722,20,4.1
16730,22,3.659090909090909
16731,26,3.8653846153846154
16739,3,4.833333333333333
16745,12,3.9583333333333335
16747,27,4.0
16748,14,4.321428571428571
16751,8,4.0625
16752,22,4.386363636363637
16753,9,4.166666666666667
16754,13,4.076923076923077
16755,15,4.5
16756,9,3.7777777777777777
16758,11,4.5
16759,19,4.2894736842105265
16761,11,4.045454545454546
16763,9,4.333333333333333
16764,14,4.107142857142857
16765,18,4.25
16767,28,4.071428571428571
16768,12,4.0
16770,14,4.035714285714286
16771,12,3.9166666666666665
16776,26,3.6538461538461537
16779,18,4.0
16780,13,4.038461538461538
16783,27,4.296296296296297
16784,8,3.3125
16787,22,3.8181818181818183
16789,19,4.2631578947368425
16790,28,3.767857142857143
16791,26,4.0576923076923075
16793,19,4.342105263157895
16794,14,3.6785714285714284
16795,17,4.4411764705882355
16797,14,4.0
16799,13,4.076923076923077
16801,15,4.166666666666667
16802,11,4.181818181818182
16804,6,4.083333333333333
16808,14,4.107142857142857
16809,22,3.8181818181818183
16810,27,4.148148148148148
16811,23,4.086956521739131
16814,28,4.125
16815,8,3.6875
16817,22,4.204545454545454
16818,10,4.6
16819,32,4.234375
16820,11,4.045454545454546
16821,13,4.1923076923076925
16822,17,4.088235294117647
16826,21,4.214285714285714
16829,25,3.96
16830,16,3.90625
16832,26,4.038461538461538
16835,31,3.967741935483871
16837,31,4.016129032258065
16838,21,4.0476190476190474
16839,27,4.148148148148148
16842,29,4.017241379310345
16850,9,3.5555555555555554
16854,17,4.294117647058823
16855,24,4.145833333333333
16856,28,4.071428571428571
16859,19,4.184210526315789
16860,18,3.5833333333333335
16862,12,4.208333333333333
16863,13,3.730769230769231
16864,13,4.3076923076923075
16865,14,3.4642857142857144
16866,19,4.394736842105263
16869,13,4.230769230769231
16870,14,3.9642857142857144
16873,17,3.9705882352941178
16875,7,3.7142857142857144
16878,11,4.0
16879,26,3.8461538461538463
16880,20,4.075
16881,12,4.041666666666667
16886,11,3.8636363636363638
16888,17,4.088235294117647
16890,25,3.74
16891,19,3.8421052631578947
16893,25,4.08
16895,20,4.25
16896,24,3.9583333333333335
16897,25,3.84
16898,15,3.7
16900,14,4.142857142857143
16901,8,3.5625
16902,11,4.2727272727272725
16903,11,4.363636363636363
16904,29,3.896551724137931
16907,13,4.3076923076923075
16911,21,4.285714285714286
16916,25,3.84
16918,11,4.0
16921,13,4.0
16922,18,4.25
16924,16,3.9375
16925,16,4.125
16928,10,4.4
16929,12,4.25
16930,14,3.857142857142857
16931,6,4.333333333333333
16932,11,3.9545454545454546
16933,9,4.388888888888889
16934,13,3.8461538461538463
16935,12,3.625
16936,6,4.5
16937,24,4.1875
16941,8,3.5625
16942,16,4.28125
16943,6,4.0
16944,10,4.15
16946,4,4.75
16947,11,4.2727272727272725
16948,18,3.9166666666666665
16949,8,4.0
16950,6,3.8333333333333335
16953,14,4.178571428571429
16955,15,3.7666666666666666
16958,28,4.107142857142857
16959,11,3.9545454545454546
16961,12,4.125
16962,7,3.7142857142857144
16963,10,3.6
16968,6,4.083333333333333
16970,25,3.96
16972,14,4.321428571428571
16974,7,3.9285714285714284
16975,11,3.727272727272727
16976,8,4.3125
16977,10,3.75
16979,11,4.454545454545454
16982,15,4.1
16983,10,3.75
16985,12,3.5416666666666665
16987,7,4.071428571428571
16989,19,3.8947368421052633
16990,8,4.125
16991,18,3.9444444444444446
16992,14,4.178571428571429
16994,8,3.75
16996,22,4.159090909090909
16998,12,3.7916666666666665
16999,28,4.053571428571429
